arm,seed,update,env_steps,mean_return,goal_rate,cum_collisions,n_episodes
shielded,4,10,45056,7.54052992049117,0.0,0,24
shielded,4,11,49152,7.898155425320851,0.0,0,22
shielded,4,12,53248,7.385657608436003,0.0,0,24
shielded,4,13,57344,16.054098878354406,0.08,0,25
shielded,4,14,61440,6.679062316317237,0.0,0,22
shielded,4,15,65536,8.703753079912005,0.0,0,22
shielded,4,16,69632,7.172606829559146,0.0,0,23
shielded,4,17,73728,9.067191201723467,0.0,0,25
shielded,4,18,77824,10.66316397569532,0.038461538461538464,0,26
shielded,4,19,81920,9.459967633398824,0.041666666666666664,0,24
shielded,4,20,86016,9.299503450423492,0.04,0,25
shielded,4,21,90112,9.501697792913658,0.037037037037037035,0,27
shielded,4,22,94208,10.411531723950077,0.043478260869565216,0,23
shielded,4,23,98304,11.666225121133504,0.045454545454545456,0,22
shielded,4,24,102400,8.72512139865854,0.04,0,25
shielded,4,25,106496,10.077519788089997,0.038461538461538464,0,26
shielded,4,26,110592,7.77617279770774,0.0,0,27
shielded,4,27,114688,12.89508813234643,0.08695652173913043,0,23
shielded,4,28,118784,9.730452584522892,0.038461538461538464,0,26
shielded,4,29,122880,6.368858058813022,0.0,0,23
shielded,4,30,126976,9.146614587443267,0.0,0,21
shielded,4,31,131072,8.625337337421762,0.0,0,24
shielded,4,32,135168,8.771019879362866,0.0,0,26
shielded,4,33,139264,12.119129755098605,0.047619047619047616,0,21
shielded,4,34,143360,12.917974419447441,0.041666666666666664,0,24
shielded,4,35,147456,10.18609055619864,0.043478260869565216,0,23
shielded,4,36,151552,11.920285462730828,0.037037037037037035,0,27
shielded,4,37,155648,8.28226132998599,0.0,0,28
shielded,4,38,159744,8.31291463863537,0.0,0,21
shielded,4,39,163840,11.08726033925467,0.0,0,22
shielded,4,40,167936,6.572491611306119,0.0,0,22
shielded,4,41,172032,13.991420496099602,0.1111111111111111,0,27
shielded,4,42,176128,8.819128328426585,0.0,0,27
shielded,4,43,180224,11.251476617245359,0.04,0,25
shielded,4,44,184320,10.815993947934107,0.0,0,23
shielded,4,45,188416,7.532771281604995,0.0,0,28
shielded,4,46,192512,10.290289435752225,0.0,0,28
shielded,4,47,196608,12.547080296380736,0.038461538461538464,0,26
shielded,4,48,200704,7.160874336167717,0.0,0,22
shielded,4,49,204800,9.065682361663194,0.0,0,26
shielded,4,50,208896,8.085605317360832,0.0,0,28
shielded,4,51,212992,10.408549952668833,0.0,0,24
shielded,4,52,217088,7.724098229814325,0.0,0,23
shielded,4,53,221184,10.350197557320259,0.0,0,25
shielded,4,54,225280,11.170636446543122,0.041666666666666664,0,24
shielded,4,55,229376,9.070960818646949,0.0,0,25
shielded,4,56,233472,8.062930575170919,0.0,0,25
shielded,4,57,237568,14.721370263551558,0.037037037037037035,0,27
shielded,4,58,241664,10.967753912728078,0.0,0,25
shielded,4,59,245760,8.9881555987632,0.0,0,27
shielded,4,60,249856,11.306478865582216,0.0,0,24
shielded,4,61,253952,14.084437199038723,0.037037037037037035,0,27
shielded,4,62,258048,11.424087748088787,0.0,0,24
shielded,4,63,262144,11.081219661064726,0.0,0,26
shielded,4,64,266240,10.346077491181065,0.0,0,26
shielded,4,65,270336,11.91002059366978,0.0,0,26
shielded,4,66,274432,14.468425547526266,0.08823529411764706,0,34
shielded,4,67,278528,12.662724176815535,0.038461538461538464,0,26
shielded,4,68,282624,12.032572401890178,0.03333333333333333,0,30
shielded,4,69,286720,11.105421446760536,0.03333333333333333,0,30
shielded,4,70,290816,6.973560533329898,0.0,0,27
shielded,4,71,294912,8.349626773240214,0.0,0,23
shielded,4,72,299008,9.442233475766043,0.0,0,25
shielded,4,73,303104,8.232572536096272,0.0,0,23
shielded,4,74,307200,10.79143279946983,0.041666666666666664,0,24
shielded,4,75,311296,11.649601401978169,0.0,0,25
shielded,4,76,315392,13.644842177154228,0.0,0,25
shielded,4,77,319488,9.574093787000427,0.0,0,24
shielded,4,78,323584,10.521967340523592,0.0,0,23
shielded,4,79,327680,11.63749635776301,0.0,0,25
shielded,4,80,331776,10.655265889009145,0.0,0,26
shielded,4,81,335872,12.567788412270717,0.038461538461538464,0,26
shielded,4,82,339968,14.844763448184434,0.10344827586206896,0,29
shielded,4,83,344064,9.221258910890455,0.0,0,27
shielded,4,84,348160,14.0879812186653,0.02857142857142857,0,35
shielded,4,85,352256,11.49427615353099,0.0,0,28
shielded,4,86,356352,9.841419252987416,0.0,0,25
shielded,4,87,360448,15.252550486963106,0.0967741935483871,0,31
shielded,4,88,364544,12.685007579982178,0.043478260869565216,0,23
shielded,4,89,368640,11.524988924440052,0.041666666666666664,0,24
shielded,4,90,372736,9.81119800006595,0.0,0,25
shielded,4,91,376832,13.379407874960233,0.034482758620689655,0,29
shielded,4,92,380928,11.700567598489624,0.0,0,31
shielded,4,93,385024,13.96992052395044,0.03333333333333333,0,30
shielded,4,94,389120,13.57439538938595,0.0,0,24
shielded,4,95,393216,11.705506522771728,0.037037037037037035,0,27
shielded,4,96,397312,12.470791332942296,0.038461538461538464,0,26
